# x_m,y_m,w_tr_right,w_tr_left_m
392.825119,-846.405222,8.118500,8.995000
393.483982,-845.640985,7.968521,9.064830
394.131500,-844.867142,7.820138,9.132288
394.767549,-844.083873,7.675329,9.197616
395.392005,-843.291361,7.535187,9.260866
396.004752,-842.489790,7.399954,9.321890
396.605672,-841.679345,7.269370,9.380547
397.194652,-840.860211,7.142551,9.436898
397.771580,-840.032573,7.018281,9.491122
398.336348,-839.196620,6.895968,9.543272
398.888850,-838.352539,6.775836,9.593145
399.428983,-837.500518,6.658567,9.640317
399.956646,-836.640748,6.544963,9.684355
400.471744,-835.773421,6.435554,9.725087
400.974181,-834.898727,6.330351,9.762693
401.463869,-834.016862,6.229097,9.797486
401.940722,-833.128019,6.131620,9.829544
402.404656,-832.232395,6.037464,9.858628
402.855594,-831.330187,5.945797,9.884464
403.293461,-830.421592,5.855968,9.907092
403.718189,-829.506811,5.767689,9.926923
404.129711,-828.586042,5.681031,9.944453
404.527967,-827.659487,5.596482,9.959920
404.912900,-826.727347,5.514738,9.973303
405.284456,-825.789822,5.436509,9.984440
405.642586,-824.847115,5.362410,9.993235
405.987244,-823.899427,5.293079,9.999682
406.318387,-822.946960,5.228926,10.003834
406.635976,-821.989914,5.169667,10.005663
406.939976,-821.028492,5.114569,10.004925
407.230355,-820.062893,5.062797,10.001273
407.507082,-819.093319,5.013294,9.994604
407.770134,-818.119969,4.965010,9.985201
408.019490,-817.143045,4.917221,9.973423
408.255132,-816.162746,4.869674,9.959329
408.477046,-815.179270,4.822660,9.942819
408.685224,-814.192817,4.776759,9.923984
408.879659,-813.203584,4.732664,9.902940
409.060349,-812.211768,4.691049,9.879451
409.227294,-811.217564,4.652494,9.853072
409.380499,-810.221169,4.617322,9.823645
409.519968,-809.222775,4.585317,9.791433
409.645713,-808.222576,4.556047,9.756915
409.757744,-807.220763,4.529266,9.720610
409.856078,-806.217526,4.504734,9.682998
409.940731,-805.213056,4.482282,9.644491
410.011724,-804.207540,4.461904,9.605521
410.069080,-803.201164,4.443695,9.566356
410.112824,-802.194115,4.427779,9.526943
410.142986,-801.186577,4.414201,9.487131
410.159595,-800.178731,4.402835,9.446875
410.162685,-799.170761,4.393453,9.405953
410.152292,-798.162845,4.385879,9.363711
410.128452,-797.155162,4.380015,9.319512
410.091206,-796.147890,4.375824,9.273305
410.040596,-795.141203,4.373484,9.225451
409.976665,-794.135277,4.373372,9.176194
409.899459,-793.130283,4.375716,9.125536
409.809024,-792.126393,4.380587,9.073388
409.705409,-791.123778,4.388070,9.019686
409.588666,-790.122604,4.397931,8.964481
409.458847,-789.123039,4.409404,8.907962
409.316007,-788.125249,4.421671,8.850306
409.160201,-787.129396,4.434136,8.791529
408.991488,-786.135644,4.446472,8.731568
408.809928,-785.144154,4.458813,8.670434
408.615581,-784.155083,4.471838,8.608176
408.408513,-783.168591,4.486552,8.544807
408.188785,-782.184833,4.503689,8.480202
407.956466,-781.203963,4.523419,8.414131
407.711620,-780.226136,4.545639,8.346446
407.454317,-779.251503,4.570110,8.277307
407.184624,-778.280214,4.596762,8.207127
406.902612,-777.312420,4.625611,8.136302
406.608352,-776.348267,4.656141,8.065114
406.301916,-775.387902,4.687852,7.993810
405.983377,-774.431471,4.721101,7.922553
405.652809,-773.479118,4.756663,7.851365
405.310289,-772.530984,4.794951,7.780174
404.955894,-771.587211,4.835668,7.708811
404.589703,-770.647938,4.877576,7.636941
404.211798,-769.713303,4.918495,7.564119
403.822261,-768.783441,4.956161,7.489978
403.421176,-767.858487,4.989405,7.414350
403.008629,-766.938573,5.018876,7.337386
402.584709,-766.023829,5.046555,7.259636
402.149505,-765.114386,5.074435,7.181735
401.703106,-764.210368,5.104236,7.103999
401.245604,-763.311904,5.137996,7.026535
400.777091,-762.419115,5.177077,6.949589
400.297662,-761.532126,5.220639,6.873610
399.807409,-760.651057,5.266687,6.799066
399.306427,-759.776028,5.314023,6.726257
398.794814,-758.907157,5.362253,6.655129
398.272666,-758.044559,5.410757,6.585337
397.740081,-757.188350,5.458836,6.516538
397.197158,-756.338643,5.506648,6.448498
396.643999,-755.495548,5.554839,6.380951
396.080705,-754.659175,5.603575,6.313588
395.507378,-753.829632,5.652720,6.246056
394.924121,-753.007025,5.702152,6.177829
394.331040,-752.191458,5.751754,6.108257
393.728238,-751.383033,5.801683,6.036962
393.115823,-750.581852,5.852126,5.964184
392.493900,-749.788014,5.902693,5.890560
391.862578,-749.001617,5.952901,5.816726
391.221964,-748.222756,6.002987,5.743190
390.572168,-747.451525,6.053437,5.670401
389.913301,-746.688016,6.103989,5.598994
389.245475,-745.932318,6.154249,5.529815
388.568802,-745.184518,6.204644,5.463480
387.883397,-744.444702,6.255656,5.399961
387.189375,-743.712952,6.306975,5.338789
386.486853,-742.989348,6.358085,5.279609
385.775947,-742.273968,6.408878,5.222239
385.056775,-741.566886,6.459513,5.166311
384.329457,-740.868178,6.510215,5.111272
383.594112,-740.177912,6.561144,5.056673
382.850859,-739.496159,6.612109,5.002075
382.099820,-738.822985,6.662842,4.947016
381.341115,-738.158454,6.713688,4.891459
380.574865,-737.502628,6.764968,4.836094
379.801191,-736.855568,6.815981,4.781713
379.020217,-736.217331,6.865789,4.728488
378.232065,-735.587973,6.914310,4.676196
377.436858,-734.967544,6.961650,4.624892
376.634720,-734.356096,7.007354,4.575053
375.825777,-733.753673,7.051059,4.527159
375.010153,-733.160320,7.092888,4.481196
374.187975,-732.576075,7.132925,4.436834
373.359371,-732.000975,7.171182,4.394012
372.524468,-731.435051,7.207649,4.353053
371.683396,-730.878332,7.241960,4.314323
370.836284,-730.330841,7.273897,4.278195
369.983263,-729.792598,7.304045,4.245251
369.124463,-729.263617,7.332738,4.215917
368.260017,-728.743910,7.359239,4.189977
367.390057,-728.233481,7.383206,4.166998
366.514716,-727.732331,7.405563,4.146911
365.634127,-727.240454,7.427007,4.129655
364.748424,-726.757842,7.447097,4.114787
363.857742,-726.284476,7.465374,4.101804
362.962213,-725.820338,7.481925,4.090592
362.061974,-725.365398,7.496845,4.081272
361.157158,-724.919625,7.510048,4.073778
360.247898,-724.482978,7.521136,4.067905
359.334331,-724.055412,7.529475,4.063657
358.416588,-723.636876,7.535109,4.061182
357.494804,-723.227310,7.538784,4.060425
356.569110,-722.826650,7.540451,4.061258
355.639639,-722.434825,7.539102,4.063881
354.706522,-722.051757,7.534456,4.068620
353.769888,-721.677362,7.527095,4.075471
352.829865,-721.311551,7.516894,4.084172
351.886580,-720.954226,7.502968,4.094524
350.940158,-720.605287,7.484883,4.106474
349.990722,-720.264626,7.462666,4.119984
349.038393,-719.932132,7.436219,4.135009
348.083289,-719.607686,7.405451,4.151993
347.125527,-719.291166,7.370208,4.172382
346.165221,-718.982446,7.330114,4.198427
345.202482,-718.681393,7.285258,4.232672
344.237419,-718.387873,7.236286,4.277667
343.270137,-718.101744,7.183177,4.335401
342.300741,-717.822866,7.125201,4.406398
341.329330,-717.551090,7.062271,4.489489
340.356000,-717.286270,6.994930,4.582417
339.380847,-717.028253,6.923144,4.682501
338.403960,-716.776889,6.846279,4.787145
337.425426,-716.532022,6.763744,4.894380
336.445330,-716.293500,6.674939,5.003166
335.463752,-716.061167,6.579299,5.113295
334.480770,-715.834869,6.476662,5.225072
333.496458,-715.614452,6.367246,5.338913
332.510886,-715.399762,6.251787,5.454982
331.524121,-715.190647,6.131848,5.572769
330.536230,-714.986957,6.009545,5.690916
329.547272,-714.788542,5.886871,5.807598
328.557306,-714.595255,5.765555,5.921117
327.566388,-714.406952,5.647393,6.030225
326.574570,-714.223489,5.533950,6.134146
325.581903,-714.044727,5.425978,6.232632
324.588433,-713.870529,5.323487,6.325951
323.594205,-713.700762,5.226080,6.414637
322.599261,-713.535295,5.133298,6.499261
321.603641,-713.374000,5.044900,6.580313
320.607383,-713.216753,4.960798,6.658058
319.610522,-713.063432,4.880858,6.732536
318.613091,-712.913921,4.804908,6.803708
317.615122,-712.768105,4.732877,6.871556
316.616645,-712.625873,4.664746,6.936047
315.617687,-712.487119,4.600365,6.997217
314.618275,-712.351738,4.539480,7.055300
313.618433,-712.219632,4.481897,7.110601
312.618185,-712.090704,4.427498,7.163220
311.617552,-711.964861,4.376187,7.213018
310.616554,-711.842016,4.327867,7.259801
309.615212,-711.722082,4.282420,7.303407
308.613542,-711.604978,4.239731,7.343726
307.611562,-711.490625,4.199742,7.380751
306.609287,-711.378946,4.162433,7.414587
305.606733,-711.269869,4.127773,7.445473
304.603915,-711.163321,4.095746,7.473762
303.600844,-711.059233,4.066332,7.499810
302.597535,-710.957537,4.039395,7.523915
301.594000,-710.858165,4.014729,7.546319
300.590250,-710.761052,3.992225,7.567170
299.586296,-710.666133,3.971853,7.586482
298.582148,-710.573344,3.953533,7.604129
297.577818,-710.482622,3.937150,7.619948
296.573313,-710.393907,3.922627,7.633838
295.568644,-710.307137,3.909957,7.645769
294.563818,-710.222254,3.899168,7.655777
293.558844,-710.139201,3.890259,7.663954
292.553729,-710.057920,3.883165,7.670393
291.548481,-709.978357,3.877791,7.675112
290.543106,-709.900458,3.874045,7.678072
289.537611,-709.824173,3.871836,7.679246
288.532003,-709.749449,3.871071,7.678644
287.526286,-709.676239,3.871666,7.676272
286.520466,-709.604495,3.873564,7.672165
285.514549,-709.534172,3.876751,7.666465
284.508540,-709.465225,3.881235,7.659413
283.502442,-709.397612,3.887020,7.651263
282.496260,-709.331291,3.894120,7.642182
281.489999,-709.266223,3.902541,7.632218
280.483661,-709.202370,3.912225,7.621389
279.477252,-709.139694,3.923080,7.609742
278.470774,-709.078160,3.935033,7.597230
277.464230,-709.017735,3.948029,7.583662
276.457624,-708.958385,3.962013,7.568874
275.450958,-708.900078,3.976943,7.552838
274.444235,-708.842784,3.992802,7.535621
273.437458,-708.786474,4.009596,7.517389
272.430629,-708.731120,4.027344,7.498417
271.423751,-708.676693,4.046054,7.478971
270.416825,-708.623168,4.065657,7.459194
269.409854,-708.570520,4.086057,7.439082
268.402839,-708.518723,4.107228,7.418496
267.395783,-708.467755,4.129211,7.397198
266.388687,-708.417592,4.152031,7.374923
265.381553,-708.368213,4.175689,7.351385
264.374382,-708.319595,4.200168,7.326297
263.367175,-708.271719,4.225439,7.299538
262.359935,-708.224563,4.251491,7.271250
261.352663,-708.178109,4.278350,7.241749
260.345359,-708.132336,4.306059,7.211398
259.338025,-708.087227,4.334636,7.180524
258.330662,-708.042762,4.364046,7.149335
257.323271,-707.998925,4.394180,7.117895
256.315854,-707.955697,4.424886,7.086243
255.308410,-707.913061,4.456097,7.054422
254.300941,-707.871000,4.487914,7.022360
253.293448,-707.829497,4.520470,6.989829
252.285932,-707.788535,4.553770,6.956557
251.278393,-707.748099,4.587747,6.922326
250.270832,-707.708171,4.622377,6.887039
249.263250,-707.668736,4.657690,6.850728
248.255648,-707.629776,4.693718,6.813485
247.248025,-707.591276,4.730451,6.775442
246.240384,-707.553219,4.767845,6.736802
245.232724,-707.515589,4.805804,6.697789
244.225046,-707.478368,4.844196,6.658508
243.217351,-707.441542,4.882939,6.618925
242.209639,-707.405092,4.922064,6.579006
241.201910,-707.369001,4.961676,6.538700
240.194166,-707.333253,5.001847,6.497835
239.186406,-707.297830,5.042552,6.456219
238.178631,-707.262713,5.083746,6.413759
237.170842,-707.227886,5.125455,6.370429
236.163039,-707.193329,5.167724,6.326218
235.155223,-707.159024,5.210543,6.281133
234.147393,-707.124952,5.253846,6.235266
233.139551,-707.091093,5.297568,6.188810
232.131697,-707.057427,5.341656,6.142034
231.123832,-707.023934,5.386064,6.095220
230.115955,-706.990592,5.430781,6.048526
229.108068,-706.957381,5.475828,6.001992
228.100171,-706.924279,5.521210,5.955703
227.092265,-706.891262,5.566874,5.909778
226.084350,-706.858308,5.612747,5.864231
225.076427,-706.825393,5.658822,5.818919
224.068496,-706.792494,5.705130,5.773540
223.060558,-706.759584,5.751631,5.727705
222.052614,-706.726638,5.798234,5.681118
221.044665,-706.693630,5.844893,5.633706
220.036711,-706.660534,5.891629,5.585595
219.028753,-706.627321,5.938462,5.537000
218.020793,-706.593962,5.985388,5.488086
217.012830,-706.560429,6.032401,5.438971
216.004867,-706.526691,6.079471,5.389846
214.996905,-706.492716,6.126476,5.341020
213.988944,-706.458472,6.173240,5.292814
212.980986,-706.423925,6.219671,5.245371
211.973032,-706.389041,6.265792,5.198559
210.965083,-706.353786,6.311650,5.152019
209.957143,-706.318121,6.357252,5.105336
208.949211,-706.282011,6.402584,5.058224
207.941290,-706.245416,6.447632,5.010648
206.933382,-706.208297,6.492405,4.962754
205.925488,-706.170615,6.536886,4.914801
204.917612,-706.132328,6.580966,4.867131
203.909755,-706.093393,6.624473,4.820084
202.901920,-706.053768,6.667282,4.774009
201.894110,-706.013407,6.709335,4.729276
200.886327,-705.972267,6.750611,4.686101
199.878575,-705.930299,6.791125,4.644440
198.870856,-705.887458,6.830857,4.604082
197.863175,-705.843694,6.869674,4.564775
196.855535,-705.798957,6.907430,4.526359
195.847940,-705.753196,6.944078,4.488837
194.840394,-705.706360,6.979646,4.452385
193.832901,-705.658394,7.014148,4.417285
192.825466,-705.609242,7.047533,4.383746
191.818095,-705.558849,7.079684,4.351735
190.810792,-705.507156,7.110491,4.321043
189.803563,-705.454104,7.139916,4.291476
188.796413,-705.399630,7.167969,4.262901
187.789350,-705.343672,7.194624,4.235209
186.782379,-705.286163,7.219782,4.208372
185.775508,-705.227038,7.243283,4.182550
184.768744,-705.166227,7.264957,4.158039
183.762095,-705.103658,7.284708,4.135188
182.755570,-705.039259,7.302516,4.114400
181.749176,-704.972954,7.318318,4.096096
180.742925,-704.904665,7.331998,4.080567
179.736825,-704.834313,7.343445,4.067872
178.730888,-704.761815,7.352526,4.057846
177.725124,-704.687085,7.359135,4.050265
176.719547,-704.610038,7.363311,4.045080
175.714169,-704.530582,7.365150,4.042443
174.709004,-704.448625,7.364612,4.042490
173.704066,-704.364075,7.361475,4.045268
172.699370,-704.276833,7.355375,4.050772
171.694933,-704.186803,7.345965,4.058926
170.690772,-704.093883,7.333225,4.069719
169.686906,-703.997974,7.317396,4.083331
168.683352,-703.898972,7.298524,4.100012
167.680131,-703.796775,7.276440,4.119969
166.677264,-703.691277,7.251080,4.143434
165.674773,-703.582376,7.222454,4.170720
164.672680,-703.469967,7.190477,4.202156
163.671010,-703.353946,7.154992,4.238022
162.669787,-703.234210,7.115814,4.278549
161.669038,-703.110655,7.072628,4.323834
160.668788,-702.983182,7.024983,4.373823
159.669066,-702.851690,6.972516,4.428433
158.669901,-702.716083,6.915086,4.487659
157.671321,-702.576264,6.852784,4.551639
156.673357,-702.432143,6.785980,4.620595
155.676040,-702.283629,6.715049,4.694605
154.679402,-702.130638,6.639833,4.773546
153.683475,-701.973086,6.559804,4.857286
152.688292,-701.810898,6.474924,4.945799
151.693886,-701.643998,6.385847,5.038994
150.700291,-701.472319,6.293212,5.136643
149.707541,-701.295796,6.197219,5.238549
148.715670,-701.114369,6.097843,5.344664
147.724713,-700.927981,5.995018,5.455048
146.734705,-700.736581,5.888777,5.569799
145.745681,-700.540120,5.779364,5.689069
144.757677,-700.338554,5.667148,5.812910
143.770727,-700.131842,5.552529,5.940743
142.784867,-699.919946,5.436134,6.071167
141.800133,-699.702831,5.318995,6.202256
140.816561,-699.480468,5.202224,6.331895
139.834187,-699.252827,5.086722,6.458239
138.853046,-699.019886,4.973408,6.579978
137.873173,-698.781621,4.863114,6.696442
136.894604,-698.538017,4.756168,6.807668
135.917374,-698.289057,4.652576,6.914017
134.941518,-698.034729,4.552533,7.015881
133.967069,-697.775023,4.456474,7.113641
132.994063,-697.509933,4.364849,7.207409
132.022533,-697.239452,4.278065,7.297011
131.052513,-696.963577,4.196640,7.381771
130.084037,-696.682305,4.121423,7.460274
129.117138,-696.395635,4.053651,7.530896
128.151849,-696.103569,3.994553,7.592323
127.188203,-695.806109,3.944895,7.643771
126.226233,-695.503258,3.905274,7.685001
125.265970,-695.195024,3.876416,7.716125
124.307446,-694.881414,3.858989,7.737447
123.350691,-694.562439,3.853187,7.749433
122.395736,-694.238110,3.858530,7.752494
121.442609,-693.908442,3.874022,7.746971
120.491339,-693.573452,3.898615,7.733317
119.541954,-693.233155,3.931620,7.712075
118.594481,-692.887570,3.972698,7.683766
117.648947,-692.536715,4.021568,7.648870
116.705380,-692.180607,4.077793,7.607709
115.763807,-691.819267,4.140697,7.560384
114.824253,-691.452711,4.209477,7.506863
113.886746,-691.080958,4.283336,7.447000
112.951312,-690.704027,4.361484,7.380372
112.017976,-690.321937,4.443209,7.306175
111.086764,-689.934709,4.528220,7.223439
110.157699,-689.542368,4.616875,7.131304
109.230803,-689.144940,4.710011,7.029162
108.306097,-688.742457,4.808496,6.916794
107.383596,-688.334955,4.912838,6.794627
106.463316,-687.922475,5.023064,6.663951
105.545269,-687.505064,5.138707,6.526957
104.629464,-687.082771,5.258863,6.386418
103.715905,-686.655654,5.382295,6.245318
102.804595,-686.223774,5.507495,6.106441
101.895532,-685.787196,5.632741,5.972071
100.988713,-685.345990,5.756276,5.843778
100.084128,-684.900233,5.876624,5.722231
99.181768,-684.450002,5.992743,5.607330
98.281618,-683.995380,6.103878,5.498537
97.383659,-683.536453,6.209396,5.395144
96.487872,-683.073311,6.308814,5.296483
95.594233,-682.606046,6.401865,5.202099
94.702713,-682.134755,6.488602,5.111885
93.813285,-681.659535,6.569442,5.026004
92.925913,-681.180487,6.644990,4.944660
92.040564,-680.697716,6.715745,4.868000
91.157198,-680.211326,6.782028,4.796117
90.275774,-679.721424,6.844160,4.729030
89.396249,-679.228121,6.902558,4.666640
88.518576,-678.731527,6.957597,4.608740
87.642706,-678.231754,7.009486,4.555033
86.768590,-677.728916,7.058257,4.505155
85.896175,-677.223126,7.103802,4.458724
85.025405,-676.714501,7.145979,4.415397
84.156226,-676.203156,7.184715,4.374903
83.288579,-675.689205,7.220039,4.337082
82.422405,-675.172767,7.252024,4.301889
81.557645,-674.653955,7.280665,4.269365
80.694237,-674.132886,7.305806,4.239553
79.832120,-673.609674,7.327330,4.212485
78.971230,-673.084433,7.345399,4.188216
78.111506,-672.557277,7.360525,4.166739
77.252886,-672.028315,7.373340,4.147878
76.395305,-671.497658,7.384217,4.131317
75.538703,-670.965414,7.393214,4.116724
74.683017,-670.431688,7.400463,4.103804
73.828187,-669.896584,7.406407,4.092300
72.974154,-669.360200,7.411566,4.082055
72.120860,-668.822634,7.416230,4.073082
71.268248,-668.283979,7.420416,4.065428
70.416265,-667.744324,7.423974,4.058957
69.564860,-667.203752,7.426667,4.053476
68.713983,-666.662345,7.428369,4.048970
67.863587,-666.120177,7.429248,4.045554
67.013631,-665.577318,7.429618,4.043305
66.164072,-665.033834,7.429635,4.042192
65.314873,-664.489784,7.429307,4.042114
64.466000,-663.945226,7.428622,4.042936
63.617419,-663.400211,7.427628,4.044487
62.769098,-662.854792,7.426569,4.046541
61.921005,-662.309016,7.425767,4.048857
61.073113,-661.762928,7.425218,4.051246
60.225396,-661.216567,7.424580,4.053591
59.377835,-660.669966,7.423478,4.055708
58.530410,-660.123152,7.421593,4.057378
57.683108,-659.576147,7.418700,4.058630
56.835921,-659.028965,7.414715,4.059764
55.988844,-658.481613,7.409585,4.061055
55.141878,-657.934090,7.403263,4.062665
54.295028,-657.386386,7.395853,4.064741
53.448308,-656.838483,7.387642,4.067392
52.601735,-656.290353,7.378958,4.070590
51.755334,-655.741961,7.370061,4.074194
50.909134,-655.193258,7.361114,4.078049
50.063174,-654.644188,7.352135,4.082055
49.217496,-654.094684,7.342964,4.086155
48.372153,-653.544670,7.333351,4.090345
47.527202,-652.994057,7.323052,4.094680
46.682708,-652.442747,7.311895,4.099323
45.838745,-651.890630,7.299902,4.104623
44.995392,-651.337587,7.287284,4.111067
44.152739,-650.783485,7.274235,4.119097
43.310881,-650.228183,7.260850,4.129006
42.469922,-649.671527,7.247169,4.141050
41.629977,-649.113353,7.233089,4.155506
40.791165,-648.553487,7.218265,4.172549
39.953616,-647.991743,7.202156,4.192202
39.117470,-647.427927,7.184153,4.214524
38.282873,-646.861833,7.163671,4.239692
37.449981,-646.293247,7.140193,4.267897
36.618959,-645.721946,7.113294,4.299331
35.789982,-645.147698,7.082709,4.334287
34.963233,-644.570263,7.048350,4.373178
34.138905,-643.989396,7.010070,4.416479
33.317200,-643.404841,6.967350,4.464670
32.498331,-642.816338,6.919348,4.518247
31.682519,-642.223623,6.865100,4.577785
30.869997,-641.626422,6.803530,4.643919
30.061010,-641.024460,6.733473,4.717305
29.255809,-640.417456,6.653855,4.798712
28.454661,-639.805129,6.563891,4.888826
27.657838,-639.187194,6.463246,4.987677
26.865626,-638.563368,6.352179,5.094478
26.078318,-637.933371,6.231624,5.207914
25.296217,-637.296925,6.103160,5.326482
24.519632,-636.653760,5.968909,5.448794
23.748880,-636.003614,5.831355,5.573281
22.984281,-635.346234,5.693044,5.697817
22.226162,-634.681384,5.556383,5.819962
21.474847,-634.008841,5.423692,5.937202
20.730663,-633.328402,5.297102,6.047212
19.993934,-632.639881,5.178016,6.148201
19.264982,-631.943116,5.066787,6.239128
18.544119,-631.237967,4.963023,6.319698
17.831651,-630.524320,4.865998,6.389875
17.127872,-629.802085,4.774747,6.449873
16.433063,-629.071202,4.688123,6.500678
15.747490,-628.331635,4.605078,6.543749
15.071403,-627.583374,4.524903,6.580757
14.405031,-626.826439,4.447189,6.613392
13.748587,-626.060872,4.371730,6.642424
13.102260,-625.286740,4.298581,6.667530
12.466222,-624.504129,4.228043,6.688155
11.840627,-623.713143,4.160629,6.703947
11.225615,-622.913901,4.097074,6.714531
10.621315,-622.106529,4.038420,6.719140
10.027849,-621.291160,3.985953,6.716868
9.445336,-620.467931,3.940946,6.707053
8.873887,-619.636982,3.904487,6.689108
8.313610,-618.798459,3.877537,6.662402
7.764607,-617.952508,3.860959,6.626483
7.226976,-617.099283,3.855316,6.581173
6.700807,-616.238937,3.860490,6.526695
6.186185,-615.371629,3.875655,6.463758
5.683190,-614.497521,3.899739,6.393296
5.191895,-613.616777,3.931764,6.316325
4.712368,-612.729562,3.970897,6.234173
4.244673,-611.836045,4.016320,6.148436
3.788866,-610.936398,4.067024,6.060505
3.344989,-610.030796,4.121583,5.971457
2.913064,-609.119427,4.178230,5.882266
2.493082,-608.202488,4.235401,5.793656
2.084999,-607.280189,4.292127,5.705619
1.688730,-606.352753,4.347919,5.617173
1.304149,-605.420410,4.402748,5.526774
0.931090,-604.483402,4.457079,5.433036
0.569346,-603.541973,4.511882,5.334939
0.218673,-602.596370,4.568549,5.232153
-0.121207,-601.646842,4.628473,5.125099
-0.450607,-600.693634,4.692442,5.014500
-0.769868,-599.736991,4.760306,4.901590
-1.079359,-598.777148,4.830998,4.788479
-1.379470,-597.814338,4.902766,4.677882
-1.670614,-596.848782,4.973453,4.572619
-1.953217,-595.880696,5.040901,4.475180
-2.227719,-594.910283,5.103309,4.387487
-2.494569,-593.937740,5.159400,4.310704
-2.754222,-592.963250,5.208494,4.245202
-3.007137,-591.986988,5.250469,4.190899
-3.253771,-591.009119,5.285636,4.147358
-3.494580,-590.029797,5.314591,4.113647
-3.730014,-589.049166,5.337998,4.088392
-3.960519,-588.067361,5.356446,4.069933
-4.186527,-587.084508,5.370426,4.056738
-4.408463,-586.100725,5.380362,4.047785
-4.626737,-585.116120,5.386646,4.042439
-4.841741,-584.130793,5.389664,4.040196
-5.053853,-583.144837,5.389786,4.040678
-5.263430,-582.158336,5.387371,4.043658
-5.470808,-581.171369,5.382768,4.048915
-5.676303,-580.184007,5.376274,4.056131
-5.880212,-579.196314,5.368160,4.064952
-6.082810,-578.208350,5.358704,4.075073
-6.284352,-577.220168,5.348199,4.086218
-6.485072,-576.231818,5.336926,4.098130
-6.685188,-575.243345,5.325152,4.110589
-6.884894,-574.254787,5.313114,4.123413
-7.084369,-573.266181,5.300997,4.136422
-7.283772,-572.277559,5.288918,4.149425
-7.483246,-571.288951,5.276979,4.162250
-7.682915,-570.300380,5.265318,4.174776
-7.882893,-569.311870,5.254100,4.186906
-8.083274,-568.323440,5.243425,4.198551
-8.284145,-567.335108,5.233321,4.209634
-8.485579,-566.346889,5.223822,4.220089
-8.687640,-565.358796,5.215009,4.229855
-8.890384,-564.370841,5.206945,4.238876
-9.093857,-563.383034,5.199635,4.247111
-9.298101,-562.395385,5.193085,4.254535
-9.503151,-561.407901,5.187345,4.261126
-9.709040,-560.420590,5.182460,4.266859
-9.915793,-559.433458,5.178424,4.271709
-10.123433,-558.446510,5.175209,4.275656
-10.331983,-557.459753,5.172839,4.278690
-10.541458,-556.473191,5.171403,4.280808
-10.751873,-555.486827,5.170950,4.282010
-10.963242,-554.500666,5.171409,4.282294
-11.175574,-553.514711,5.172718,4.281658
-11.388877,-552.528966,5.174931,4.280107
-11.603157,-551.543431,5.178108,4.277656
-11.818415,-550.558110,5.182228,4.274327
-12.034650,-549.573003,5.187258,4.270150
-12.251858,-548.588111,5.193183,4.265152
-12.470029,-547.603432,5.199937,4.259354
-12.689148,-546.618965,5.207442,4.252779
-12.909193,-545.634706,5.215677,4.245454
-13.130137,-544.650649,5.224647,4.237418
-13.351942,-543.666789,5.234327,4.228714
-13.574563,-542.683115,5.244656,4.219394
-13.797943,-541.699615,5.255551,4.209513
-14.022016,-540.716275,5.266965,4.199124
-14.246703,-539.733077,5.278884,4.188292
-14.471917,-538.750003,5.291242,4.177091
-14.697559,-537.767029,5.303890,4.165604
-14.923520,-536.784131,5.316697,4.153914
-15.149685,-535.801282,5.329597,4.142100
-15.375926,-534.818454,5.342516,4.130249
-15.602107,-533.835614,5.355331,4.118462
-15.828081,-532.852728,5.367910,4.106850
-16.053679,-531.869759,5.380116,4.095547
-16.278708,-530.886661,5.391791,4.084721
-16.502944,-529.903385,5.402724,4.074580
-16.726127,-528.919871,5.412661,4.065358
-16.947955,-527.936053,5.421355,4.057347
-17.168081,-526.951855,5.428582,4.050933
-17.386102,-525.967191,5.434015,4.046547
-17.601556,-524.981965,5.437150,4.044566
-17.813913,-523.996071,5.437423,4.045375
-18.022565,-523.009392,5.434285,4.049495
-18.226814,-522.021800,5.427133,4.057527
-18.425866,-521.033156,5.415271,4.070100
-18.618826,-520.043319,5.397797,4.088147
-18.804686,-519.052141,5.373409,4.113199
-18.982315,-518.059475,5.340358,4.147362
-19.150452,-517.065179,5.296602,4.193192
-19.307692,-516.069125,5.240252,4.253481
-19.452477,-515.071205,5.170146,4.330909
-19.583085,-514.071343,5.086077,4.427704
-19.697623,-513.069513,4.988813,4.545344
-19.794018,-512.065754,4.880131,4.684722
-19.870017,-511.060194,4.762675,4.847290
-19.923190,-510.053083,4.639892,5.036530
-19.950939,-509.044823,4.516128,5.258060
-19.950522,-508.036005,4.396291,5.518078
-19.919090,-507.027456,4.284908,5.822234
-19.853736,-506.020276,4.185344,6.177468
-19.751565,-505.015873,4.099489,6.594045
-19.609788,-504.015991,4.027744,7.077484
-19.425822,-503.022714,3.969357,7.611852
-19.197407,-502.038451,3.923040,8.156075
-18.922725,-501.065885,3.887253,8.661306
-18.600505,-500.107896,3.860370,9.092943
-18.230108,-499.167453,3.840871,9.438798
-17.811565,-498.247482,3.827537,9.701692
-17.345540,-497.350758,3.819661,9.886848
-16.833176,-496.479849,3.817007,9.993889
-16.275867,-495.637169,3.819606,10.021465
-15.675150,-494.825019,3.827422,9.971673
-15.032717,-494.045578,3.840312,9.844883
-14.350464,-493.300856,3.858504,9.633842
-13.630556,-492.592585,3.883076,9.328842
-12.875455,-491.922109,3.916178,8.931048
-12.087878,-491.290295,3.960642,8.459672
-11.270719,-490.697499,4.018982,7.946884
-10.426944,-490.143568,4.092159,7.422767
-9.559503,-489.627867,4.178993,6.908468
-8.671246,-489.149332,4.276483,6.422787
