# x_m,y_m,w_tr_right_m,w_tr_left_m
319.482,-713.0107,6.7179,6.5147
318.82325000000003,-712.97555,6.7242,6.51215
318.16453333333334,-712.9400333333333,6.7298,6.511433333333334
317.50585,-712.904175,6.734775,6.512325
316.84720000000004,-712.86796,6.73922,6.5146
316.18856666666665,-712.8314166666668,6.743216666666666,6.5180333333333325
315.52995714285714,-712.7945428571429,6.746857142857143,6.5224142857142855
314.871375,-712.7573375,6.750225,6.527525
314.21281111111114,-712.7198111111111,6.7534,6.533144444444444
313.55427,-712.68196,6.756489999999999,6.53912
312.23712,-712.6071,6.76373,6.54838
310.92004000000003,-712.53126,6.77041,6.55955
309.60303,-712.45445,6.7768,6.572
308.28609,-712.37669,6.783149999999999,6.585159999999999
306.96921000000003,-712.2980100000001,6.78965,6.59854
305.65238999999997,-712.2184,6.796460000000001,6.611700000000001
304.33564,-712.13788,6.8036900000000005,6.62427
303.01894000000004,-712.0564700000001,6.811400000000001,6.635940000000001
301.70231,-711.97418,6.819630000000001,6.64646
300.38574,-711.89103,6.828329999999999,6.655590000000001
299.06923,-711.80703,6.83695,6.66314
297.75278,-711.7221999999999,6.8457099999999995,6.66896
296.43638999999996,-711.63656,6.85454,6.672960000000001
295.12005,-711.55011,6.863339999999999,6.67512
293.80376,-711.46286,6.87204,6.675459999999999
292.48753,-711.37484,6.880550000000001,6.67409
291.17135,-711.28607,6.88879,6.671139999999999
289.85523,-711.19655,6.89667,6.6668199999999995
288.53915,-711.1063,6.90411,6.66139
287.22312,-711.01533,6.911020000000001,6.65517
285.90715,-710.92366,6.917820000000001,6.64849
284.59123,-710.83129,6.9241,6.6416699999999995
283.27535,-710.7382500000001,6.92977,6.63506
281.95952,-710.64455,6.934749999999999,6.628870000000001
280.64374,-710.55021,6.93894,6.6235
279.32800000000003,-710.45524,6.94229,6.619159999999999
278.0123,-710.3596500000001,6.94473,6.6160499999999995
276.69664,-710.2634599999999,6.94623,6.61429
275.38103,-710.16668,6.94675,6.6139600000000005
274.06546000000003,-710.06933,6.946289999999999,6.61507
272.74992000000003,-709.9714200000001,6.94485,6.61759
271.43442,-709.87297,6.94244,6.62144
270.11896,-709.7739899999999,6.93908,6.62646
268.80354,-709.6745,6.934810000000001,6.63258
267.48815,-709.57451,6.92968,6.6394899999999994
266.1728,-709.47403,6.92372,6.646980000000001
264.85749,-709.37308,6.91698,6.65484
263.54220999999995,-709.2716800000001,6.90951,6.662859999999999
262.22696,-709.16984,6.901349999999999,6.6708300000000005
260.91174,-709.0675699999999,6.8925399999999994,6.6785499999999995
259.59656,-708.96489,6.88312,6.685840000000001
258.28139999999996,-708.8618100000001,6.873139999999999,6.692539999999999
256.96627,-708.7583400000001,6.862639999999999,6.69855
255.65116000000003,-708.6545100000001,6.85166,6.70376
254.33607999999998,-708.55032,6.84025,6.70811
253.02102999999997,-708.4458000000001,6.828439999999999,6.7115800000000005
251.706,-708.34095,6.81629,6.71416
250.39100000000002,-708.23578,6.80383,6.71587
249.07601999999997,-708.1303099999999,6.791729999999999,6.7167699999999995
247.76106,-708.0245699999999,6.779259999999999,6.71693
246.44611,-707.91856,6.766450000000001,6.71643
245.13119,-707.8122999999999,6.75334,6.7153599999999996
243.81628,-707.7058,6.73998,6.71379
242.50139,-707.59907,6.72641,6.71181
241.18651999999997,-707.4921400000001,6.712680000000001,6.70949
239.87166000000002,-707.38501,6.698829999999999,6.706910000000001
238.55680999999998,-707.2777,6.68491,6.70415
237.24197999999996,-707.17023,6.670959999999999,6.70129
235.92716000000001,-707.0626100000001,6.656409999999999,6.6984200000000005
234.61234999999996,-706.95484,6.6420900000000005,6.69564
233.29755999999998,-706.8469499999999,6.62806,6.6930499999999995
231.98277,-706.73896,6.614369999999999,6.6907499999999995
230.66799999999998,-706.6308799999999,6.6010800000000005,6.68886
229.35323,-706.52272,6.588240000000001,6.6875
228.03847000000002,-706.4144899999999,6.5759,6.6868099999999995
226.72372000000001,-706.30621,6.5641300000000005,6.686929999999999
225.40897,-706.1979,6.552960000000001,6.687990000000001
224.09422,-706.08957,6.54246,6.6901600000000006
222.77947,-705.98123,6.53269,6.69358
221.46473,-705.87291,6.523689999999999,6.698389999999999
220.14998,-705.76461,6.51552,6.70475
218.83523999999997,-705.6563399999999,6.50823,6.712820000000001
217.52048999999997,-705.54812,6.501870000000001,6.722700000000001
216.20575,-705.43997,6.496509999999999,6.73442
214.891,-705.3319,6.492189999999999,6.747929999999999
213.57624,-705.2239299999999,6.48897,6.76309
212.26147999999998,-705.11607,6.4869,6.7797
210.94671,-705.00833,6.4860299999999995,6.797459999999999
209.63194,-704.90074,6.486370000000001,6.816
208.31715999999997,-704.79329,6.4879500000000005,6.83487
207.00237,-704.68601,6.49077,6.853529999999999
205.68757,-704.5789199999999,6.49482,6.871370000000001
204.37276,-704.4720300000001,6.50008,6.88773
203.05793,-704.36535,6.5065100000000005,6.90196
201.74309,-704.2589,6.514069999999999,6.913410000000001
200.42824,-704.15269,6.5227,6.920489999999999
199.11337999999998,-704.0467299999999,6.53233,6.923229999999999
197.7985,-703.9410399999999,6.54289,6.921249999999999
196.4836,-703.8356299999999,6.5543000000000005,6.91434
195.16868,-703.73053,6.5665000000000004,6.90245
193.85375,-703.62574,6.57941,6.885689999999999
192.53879999999998,-703.52127,6.592960000000001,6.864310000000001
191.22383,-703.41715,6.607079999999999,6.83874
189.90884,-703.3133799999999,6.6217,6.809559999999999
188.59382,-703.20998,6.63584,6.77749
187.27878,-703.10697,6.6502,6.74436
185.96371,-703.00436,6.66472,6.71054
184.64862,-702.9021700000001,6.67933,6.67695
183.33351,-702.8004,6.69397,6.6445099999999995
182.01837,-702.69903,6.70852,6.61417
180.70319999999998,-702.59805,6.72289,6.586880000000001
179.38800999999998,-702.4974100000001,6.736960000000001,6.56362
178.0728,-702.39705,6.75059,6.54537
176.75758000000002,-702.29692,6.763630000000001,6.53309
175.44236,-702.19692,6.7768299999999995,6.527499999999999
174.12714,-702.09696,6.78928,6.52898
172.81193000000002,-701.99692,6.8008299999999995,6.537559999999999
171.49673,-701.8966800000001,6.8113399999999995,6.55295
170.18155000000002,-701.7961,6.8206999999999995,6.57449
168.86641,-701.69507,6.82884,6.601179999999999
167.55131999999998,-701.59344,6.835680000000001,6.63164
166.23627000000002,-701.49109,6.84119,6.66416
164.92129,-701.38789,6.845350000000001,6.69679
163.60638,-701.28369,6.848180000000001,6.7276299999999996
162.29154,-701.17838,6.8497,6.755129999999999
160.97679,-701.07182,6.84992,6.7781400000000005
159.66213,-700.96389,6.848879999999999,6.79594
158.34758,-700.85445,6.84661,6.80822
157.03314,-700.74337,6.8431299999999995,6.81512
155.71882,-700.6305100000001,6.8384599999999995,6.81717
154.40463,-700.5157499999999,6.8326400000000005,6.815340000000001
153.09059,-700.39896,6.82569,6.8110100000000005
151.77668999999997,-700.2800100000001,6.81764,6.80586
150.46295,-700.15877,6.80851,6.801640000000001
149.14938,-700.03511,6.79841,6.800050000000001
147.83598,-699.90889,6.788120000000001,6.8027500000000005
146.52276999999998,-699.77998,6.77702,6.810840000000001
145.20974999999999,-699.64824,6.765599999999999,6.824599999999999
143.89696,-699.5134599999999,6.7544200000000005,6.84504
142.58445,-699.37523,6.74404,6.86854
141.27231999999998,-699.23301,6.7350200000000005,6.893040000000001
139.96069,-699.0860700000001,6.72792,6.9158100000000005
138.64973,-698.93355,6.723310000000001,6.9335
137.33963,-698.77442,6.72174,6.94234
136.03060999999997,-698.6074699999999,6.72371,6.939919999999999
134.72293,-698.4313500000001,6.72778,6.92601
133.41688,-698.24455,6.735079999999999,6.902030000000001
132.11278,-698.0454,6.74563,6.87445
130.81097,-697.83215,6.75937,6.84516
129.51185,-697.60309,6.776120000000001,6.81902
128.21592,-697.35651,6.794289999999999,6.7977099999999995
126.92379999999999,-697.0907500000001,6.81306,6.783330000000001
125.63621,-696.80413,6.831659999999999,6.77495
124.35397,-696.49503,6.84914,6.7749
123.07803999999999,-696.16186,6.86436,6.7842
121.80946000000002,-695.80303,6.87573,6.800319999999999
120.54938,-695.4170200000001,6.881829999999999,6.82124
119.29884000000001,-695.0027200000001,6.881480000000001,6.841040000000001
118.05867999999998,-694.5595900000001,6.8751500000000005,6.85741
116.82950000000001,-694.08765,6.85997,6.868600000000001
115.6116,-693.58747,6.83752,6.87538
114.40497,-693.06017,6.808870000000001,6.87855
113.20930999999999,-692.50744,6.7753,6.8822
112.02403,-691.9314899999999,6.73851,6.88697
110.84828,-691.3349000000001,6.700449999999999,6.893000000000001
109.68107,-690.72043,6.664619999999999,6.90161
108.52126000000001,-690.0909800000001,6.63215,6.912270000000001
107.36778,-689.44923,6.60474,6.923869999999999
106.21968,-688.79749,6.58232,6.93529
105.07615000000001,-688.13768,6.56814,6.94546
103.93654000000001,-687.4713399999999,6.562259999999999,6.953100000000001
102.80033,-686.7996499999999,6.56432,6.95673
101.66713999999999,-686.12338,6.573559999999999,6.95505
100.53673,-685.4429499999999,6.58884,6.94734
99.40895,-684.75858,6.6088,6.9333100000000005
98.28364,-684.0704800000001,6.632099999999999,6.91293
97.16063,-683.37886,6.6584,6.886369999999999
96.03975,-682.6839299999999,6.686569999999999,6.85407
94.92085,-681.9859,6.7156199999999995,6.81667
93.80377999999999,-681.28498,6.74473,6.77586
92.68839,-680.5813700000001,6.773210000000001,6.732670000000001
91.57454,-679.8752400000001,6.800540000000001,6.688509999999999
90.46212,-679.16677,6.8263300000000005,6.6450000000000005
89.35102,-678.45611,6.850350000000001,6.60377
88.24114,-677.7434,6.87251,6.56649
87.13239000000002,-677.0287900000001,6.892269999999999,6.5348299999999995
86.02470000000001,-676.31238,6.910169999999999,6.5105
84.91802,-675.59428,6.92628,6.495050000000001
83.81228999999999,-674.8745799999999,6.940659999999999,6.48959
82.70748,-674.15337,6.95335,6.49474
81.60354,-673.43074,6.9644,6.5105699999999995
80.50044,-672.70677,6.97384,6.53668
79.39813000000001,-671.98154,6.981729999999999,6.57213
78.29657,-671.25514,6.9881,6.61547
77.19572000000001,-670.52766,6.99298,6.66475
76.09554,-669.79917,6.996979999999999,6.717490000000001
74.99598999999999,-669.0697600000001,6.99965,6.770700000000001
73.89703,-668.33952,7.00098,6.82103
72.79862,-667.60854,7.00094,6.86512
71.70071,-666.8769,6.999509999999999,6.9000200000000005
70.60327,-666.14467,6.996640000000001,6.92359
69.50626,-665.4119499999999,6.99229,6.9311300000000005
68.40962999999999,-664.67882,6.98639,6.925140000000001
67.31335,-663.94537,6.978870000000001,6.90611
66.21737999999999,-663.2116800000001,6.969669999999999,6.875310000000001
65.12167000000001,-662.47784,6.95872,6.83481
64.02618,-661.7439400000001,6.9459599999999995,6.78724
62.93085,-661.01007,6.9313400000000005,6.73549
61.835609999999996,-660.27633,6.914829999999999,6.68266
60.740390000000005,-659.5428199999999,6.896389999999999,6.63167
59.64509,-658.80967,6.876010000000001,6.58489
58.549609999999994,-658.07699,6.85369,6.54747
57.45386,-657.3449,6.829420000000001,6.517619999999999
56.3577,-656.6135400000001,6.803230000000001,6.4958
55.26101,-655.88303,6.77513,6.48192
54.16365,-655.1535200000001,6.74516,6.475350000000001
53.06549,-654.42516,6.71336,6.47513
51.96637,-653.69809,6.67976,6.480289999999999
50.86616,-652.97245,6.644419999999999,6.48985
49.764709999999994,-652.24839,6.60748,6.50285
48.661880000000004,-651.52604,6.5692,6.51831
47.55754,-650.8055499999999,6.52996,6.535259999999999
46.451530000000005,-650.08708,6.4902500000000005,6.5527299999999995
45.343720000000005,-649.37075,6.45068,6.56974
44.23396,-648.6567200000001,6.411969999999999,6.58532
43.12212,-647.94512,6.374969999999999,6.5985
42.00804,-647.2361000000001,6.34062,6.609049999999999
40.8916,-646.5298,6.3100000000000005,6.61568
39.77269,-645.82632,6.2842,6.6176699999999995
38.65137,-645.1255600000001,6.2641100000000005,6.61276
37.52786,-644.42723,6.25037,6.60219
36.40254,-643.73084,6.24335,6.58609
35.27597,-643.0357,6.24318,6.56491
34.148880000000005,-642.34092,6.249709999999999,6.539409999999999
33.022149999999996,-641.64541,6.26256,6.51067
31.89683,-640.9478900000001,6.27878,6.48005
30.774150000000002,-640.24687,6.29895,6.4485
29.65548,-639.54067,6.32185,6.41833
28.54235,-638.82744,6.34608,6.39161
27.43627,-638.10534,6.37021,6.3730899999999995
26.33877,-637.3725400000001,6.39282,6.3622700000000005
25.25137,-636.62717,6.411580000000001,6.36123
24.1756,-635.86738,6.42475,6.371720000000001
23.11287,-635.09146,6.431010000000001,6.394979999999999
22.064140000000002,-634.29821,6.4296999999999995,6.434810000000001
21.029870000000003,-633.48704,6.42487,6.48523
20.00997,-632.65797,6.413030000000001,6.54388
19.00386,-631.8116200000001,6.395919999999999,6.6072299999999995
18.010420000000003,-630.94924,6.37607,6.67059
17.02804,-630.07266,6.356800000000001,6.727320000000001
16.054589999999997,-629.1842899999999,6.34216,6.77231
15.088569999999999,-628.28614,6.336399999999999,6.80039
14.13018,-627.37877,6.340940000000001,6.809309999999999
13.18151,-626.46111,6.35215,6.79342
12.24678,-625.5301900000001,6.36651,6.75771
11.33052,-624.58275,6.37965,6.713939999999999
10.43634,-623.61644,6.38752,6.667999999999999
9.56684,-622.62985,6.38803,6.62779
8.72374,-621.6223699999999,6.38026,6.592969999999999
7.908460000000001,-620.59339,6.36632,6.5662199999999995
7.12239,-619.54199,6.3406199999999995,6.5494
6.36573,-618.4679199999999,6.30356,6.54192
5.636699999999999,-617.3725400000001,6.2581500000000005,6.539499999999999
4.93294,-616.25833,6.21085,6.5423
4.25214,-615.1285700000001,6.165609999999999,6.52967
3.59391,-613.9856599999999,6.12194,6.50102
2.96002,-612.83034,6.08217,6.4465699999999995
2.3523,-611.6626600000001,6.048579999999999,6.36921
1.7722399999999996,-610.4822,6.01562,6.27448
1.2205,-609.28889,5.98095,6.165139999999999
0.6974800000000001,-608.08283,5.94999,6.04484
0.20397000000000004,-606.86409,5.92265,5.918329999999999
-0.25919,-605.63276,5.89816,5.78751
-0.6925600000000001,-604.3895100000001,5.87661,5.66064
-1.09861,-603.13579,5.859520000000001,5.54988
-1.48173,-601.8737899999999,5.84764,5.45014
-1.8472300000000001,-600.60604,5.84781,5.36751
-2.1991500000000004,-599.33443,5.85873,5.294320000000001
-2.53999,-598.06008,5.88468,5.22942
-2.87081,-596.7833800000001,5.92258,5.17225
-3.19207,-595.50445,5.96824,5.1225000000000005
-3.50426,-594.22339,6.01739,5.07986
-3.8078300000000005,-592.9403100000001,6.065990000000001,5.04771
-4.10325,-591.6553200000001,6.110580000000001,5.02231
-4.39098,-590.36852,6.14829,5.00337
-4.6715,-589.0800200000001,6.18017,4.99056
-4.945270000000001,-587.7899399999999,6.20211,4.983560000000001
