# v_mps,ax_max_mps2,ay1_max_mps2,ay2_max_mps2
0.0,30.0,4,15
4.0,30.0,8,15
9.0,30.0,8,15
10.0,30.0,8,10
11.0,30.0,12,12
12.0,30.0,17,17
13.0,30.0,17,17
14.0,30.0,17,20
16.0,30.0,18,23
20.0,25,21,23
24.0,25,21,23
28.0,25,21,23
32.0,25,21,21
36.0,20,23,23
40.0,20,23,23
44.0,20,23,23
48.0,20,23,23
52.0,20,23,23
56.0,15,23,23
60.0,10,23,23
66.0,10,23,23
72.0,10,23,23
80.0,9,13.3,23
90.0,9,13.4,23
