# v_mps,ax_max_mps2,ay1_max_mps2,ay2_max_mps2,axb_max_mps2
10,9.751,12.58202781,12.58202781,12.27844349
11,9.8196,13.06079069,13.06079069,12.34703815
12,9.8882,13.5297702,13.5297702,12.41563281
13,9.9666,13.98896634,13.98896634,12.49184909
14,10.0548,14.43837911,14.43837911,12.57568701
15,10.143,14.87800852,14.87800852,12.66714655
16,10.241,15.30785456,15.30785456,12.75860609
17,10.339,15.72791723,15.72791723,12.85768726
18,10.4468,16.13819653,16.13819653,12.96439005
19,10.5644,16.53869246,16.53869246,13.07109285
20,10.682,16.92940503,16.92940503,13.18541728
21,10.8094,17.31033423,17.31033423,13.30736334
22,10.9368,17.68148006,17.68148006,13.4293094
23,11.074,18.04284252,18.04284252,13.55887708
24,11.2112,18.39442161,18.39442161,13.69606639
25,11.3582,18.73621734,18.73621734,13.83325571
26,11.515,19.0682297,19.0682297,13.88660711
27,11.6718,19.39045869,19.39045869,13.9399585
28,11.8384,19.70290431,19.70290431,14.00093154
29,12.005,20.00556656,20.00556656,14.06190456
30,12.1814,20.29844545,20.29844545,14.12287759
31,12.3578,20.58154097,20.58154097,14.18385062
32,12.5342,20.85485312,20.85485312,14.25244527
33,12.7302,21.1183819,21.1183819,14.32103993
34,12.9164,21.37212731,21.37212731,14.38963458
35,13.1124,21.61608936,21.61608936,14.46585087
36,13.3182,21.85026804,21.85026804,14.54206715
37,13.524,22.07466335,22.07466335,14.61828344
38,13.7298,22.28927529,22.28927529,14.69449973
39,13.9454,22.49410386,22.49410386,14.77833764
40,14.161,22.68914907,22.68914907,14.86217555
41,14.3864,22.87441091,22.87441091,14.94601346
42,14.6118,23.04988938,23.04988938,15.03747301
43,14.8372,23.21558448,23.21558448,15.12131092
44,15.0724,23.37149621,23.37149621,15.21277046
45,15.3076,23.51762458,23.51762458,15.31185164
46,15.5428,23.65396958,23.65396958,15.40331117
47,15.7878,23.78053121,23.78053121,15.50239235
48,16.023,23.89730947,23.89730947,15.60147352
49,16.2778,24.00430436,24.00430436,15.70817632
50,16.5228,24.10151589,24.10151589,15.81487911
51,16.7776,24.18894405,24.18894405,15.92158191
52,17.0226,24.26658884,24.26658884,16.02828471
53,17.2774,24.33445026,24.33445026,16.13498751
54,17.542,24.39252831,24.39252831,16.24931194
55,17.7968,24.47506479,24.47506479,16.24931194
56,18.0614,24.54781789,24.54781789,16.24931194
57,18.3162,24.620571,24.620571,16.24931194
58,18.5808,24.69332411,24.69332411,16.24931194
59,18.8454,24.76607721,24.76607721,16.24931194
60,19.11,24.83883032,24.83883032,16.24931194
61,19.3746,24.91158342,24.91158342,16.24931194
62,19.6392,24.98433653,24.98433653,16.24931194
63,19.9038,25.05708964,25.05708964,16.24931194
64,20.1586,25.12984274,25.12984274,16.24931194
65,20.4232,25.20259585,25.20259585,16.24931194
72,25,25.27534895,25.27534895,16.24931194
80,26,25.34810206,25.34810206,16.24931194
90,27,25.42085517,25.42085517,16.24931194
200,28,25.49360827,25.49360827,16.24931194
