# v_mps,ax_max_mps2,ay1_max_mps2,ay2_max_mps2
0.0,30.0,4,15
4.0,30.0,6,15
8.0,30.0,6,15
9.0,30.0,6,15
10.0,30.0,10,10
11.0,25.0,12,12
12.0,25.0,17,17
13.0,25.0,17,17
14.0,25.0,17,17
16.0,25.0,18,18
20.0,20,21,21
24.0,18,21,21
28.0,16,21,21
32.0,14,21,21
36.0,12,23,23
40.0,9,23,23
44.0,9,23,23
48.0,9,23,23
52.0,9,23,23
56.0,9,23,23
60.0,9,23,23
66.0,9,23,23
72.0,9,23,23
80.0,9,13.3,23
90.0,9,13.4,23
