# v_mps,ax_max_mps2,ay1_max_mps2,ay2_max_mps2,axb_max_mps2
10,9.751,16.9783733,16.9783733,11.7012
11,9.8196,16.9771932,16.9771932,11.78352
12,9.8882,16.99973437,16.99973437,11.86584
13,9.9666,17.04495404,17.04495404,11.95992
14,10.0548,17.11180946,17.11180946,12.06576
15,10.143,17.19925791,17.19925791,12.1716
16,10.241,17.30625662,17.30625662,12.2892
17,10.339,17.43176285,17.43176285,12.4068
18,10.4468,17.57473385,17.57473385,12.53616
19,10.5644,17.73412687,17.73412687,12.67728
20,10.682,17.90889916,17.90889916,12.8184
21,10.8094,18.09800798,18.09800798,12.97128
22,10.9368,18.30041058,18.30041058,13.12416
23,11.074,18.51506421,18.51506421,13.2888
24,11.2112,18.74092611,18.74092611,13.45344
25,11.3582,18.97695355,18.97695355,13.62984
26,11.515,19.22210377,19.22210377,13.818
27,11.6718,19.47533403,19.47533403,14.00616
28,11.8384,19.73560159,19.73560159,14.20608
29,12.005,20.00186367,20.00186367,14.29090909
30,12.1814,20.27307756,20.27307756,14.4
31,12.3578,20.54820049,20.54820049,14.50909091
32,12.5342,20.8261897,20.8261897,14.72727272
33,12.7302,21.10600248,21.10600248,15.00486607
34,12.9164,21.38659606,21.38659606,15.49968
35,13.1124,21.66692768,21.66692768,15.73488
36,13.3182,21.94595459,21.94595459,15.98184
37,13.524,22.22263408,22.22263408,16.2288
38,13.7298,22.49592337,22.49592337,16.47576
39,13.9454,22.76477972,22.76477972,16.73448
40,14.161,23.02816039,23.02816039,16.9932
41,14.3864,23.28502262,23.28502262,17.26368
42,14.6118,23.53432365,23.53432365,17.53416
43,14.8372,23.77502076,23.77502076,17.80464
44,15.0724,24.00607119,24.00607119,18.08688
45,15.3076,24.22643219,24.22643219,18.36912
46,15.5428,24.43506101,24.43506101,18.65136
47,15.7878,24.6309149,24.6309149,18.94536
48,16.023,24.81295113,24.81295113,19.2276
49,16.2778,24.98012693,24.98012693,19.53336
50,16.5228,25.13139957,25.13139957,19.82736
51,16.7776,25.26572628,25.26572628,20.13312
52,17.0226,25.38206432,25.38206432,20.42712
53,17.2774,25.47937096,25.47937096,20.73288
54,17.542,25.55660344,25.55660344,21.0504
55,17.7968,25.612719,25.612719,21.34466987
56,18.0614,25.64667491,25.64667491,21.34466987
57,18.3162,25.65742841,25.65742841,21.34466987
58,18.5808,25.66818191,25.66818191,21.34466987
59,18.8454,25.67893541,25.67893541,21.34466987
60,19.11,25.68968892,25.68968892,21.34466987
61,19.3746,25.70044241,25.70044241,21.34466987
62,19.6392,25.71119591,25.71119591,21.34466987
63,19.9038,25.72194941,25.72194941,21.34466987
64,20.1586,25.73270291,25.73270291,21.34466987
65,20.4232,25.74345641,25.74345641,21.34466987
72,25,25.75420991,25.75420991,21.34466987
80,26,25.76496341,25.76496341,21.34466987
90,27,25.77571691,25.77571691,21.34466987
200,28,25.78647041,25.78647041,21.34466987
