# v_mps,ax_max_mps2,ay1_max_mps2,ay2_max_mps2,axb_max_mps2
10,9.751,15.43488482,15.43488482,9.751
11,9.8196,15.433812,15.433812,9.8196
12,9.8882,15.45430397,15.45430397,9.8882
13,9.9666,15.49541276,15.49541276,9.9666
14,10.0548,15.55619042,15.55619042,10.0548
15,10.143,15.63568901,15.63568901,10.143
16,10.241,15.73296056,15.73296056,10.241
17,10.339,15.84705714,15.84705714,10.339
18,10.4468,15.97703077,15.97703077,10.4468
19,10.5644,16.12193352,16.12193352,10.5644
20,10.682,16.28081742,16.28081742,10.682
21,10.8094,16.45273453,16.45273453,10.8094
22,10.9368,16.63673689,16.63673689,10.9368
23,11.074,16.83187655,16.83187655,11.074
24,11.2112,17.03720555,17.03720555,11.2112
25,11.3582,17.25177595,17.25177595,11.3582
26,11.515,17.47463979,17.47463979,11.515
27,11.6718,17.70484912,17.70484912,11.6718
28,11.8384,17.94145599,17.94145599,11.8384
29,12.005,18.18351243,18.18351243,11.90909091
30,12.1814,18.43007051,18.43007051,12
31,12.3578,18.68018226,18.68018226,12.09090909
32,12.5342,18.93289973,18.93289973,12.27272727
33,12.7302,19.18727498,19.18727498,12.50405506
34,12.9164,19.44236005,19.44236005,12.9164
35,13.1124,19.69720698,19.69720698,13.1124
36,13.3182,19.95086781,19.95086781,13.3182
37,13.524,20.20239462,20.20239462,13.524
38,13.7298,20.45083943,20.45083943,13.7298
39,13.9454,20.69525429,20.69525429,13.9454
40,14.161,20.93469126,20.93469126,14.161
41,14.3864,21.16820238,21.16820238,14.3864
42,14.6118,21.39483968,21.39483968,14.6118
43,14.8372,21.61365524,21.61365524,14.8372
44,15.0724,21.82370108,21.82370108,15.0724
45,15.3076,22.02402926,22.02402926,15.3076
46,15.5428,22.21369183,22.21369183,15.5428
47,15.7878,22.39174082,22.39174082,15.7878
48,16.023,22.5572283,22.5572283,16.023
49,16.2778,22.7092063,22.7092063,16.2778
50,16.5228,22.84672688,22.84672688,16.5228
51,16.7776,22.96884207,22.96884207,16.7776
52,17.0226,23.07460393,23.07460393,17.0226
53,17.2774,23.16306451,23.16306451,17.2774
54,17.542,23.23327585,23.23327585,17.542
55,17.7968,23.28429,23.28429,17.78722489
56,18.0614,23.31515901,23.31515901,17.78722489
57,18.3162,23.32493492,23.32493492,17.78722489
58,18.5808,23.33471083,23.33471083,17.78722489
59,18.8454,23.34448674,23.34448674,17.78722489
60,19.11,23.35426265,23.35426265,17.78722489
61,19.3746,23.36403855,23.36403855,17.78722489
62,19.6392,23.37381446,23.37381446,17.78722489
63,19.9038,23.38359037,23.38359037,17.78722489
64,20.1586,23.39336628,23.39336628,17.78722489
65,20.4232,23.40314219,23.40314219,17.78722489
72,25,23.4129181,23.4129181,17.78722489
80,26,23.42269401,23.42269401,17.78722489
90,27,23.43246992,23.43246992,17.78722489
200,28,23.44224583,23.44224583,17.78722489
