# v_mps,ax_max_mps2,ay1_max_mps2,ay2_max_mps2,axb_max_mps2
10,9.751,12.58202781,12.58202781,13.50628784
11,9.8196,13.06079069,13.06079069,13.58174197
12,9.8882,13.5297702,13.5297702,13.65719609
13,9.9666,13.98896634,13.98896634,13.741034
14,10.0548,14.43837911,14.43837911,13.83325571
15,10.143,14.87800852,14.87800852,13.9338612
16,10.241,15.30785456,15.30785456,14.0344667
17,10.339,15.72791723,15.72791723,14.14345599
18,10.4468,16.13819653,16.13819653,14.26082906
19,10.5644,16.53869246,16.53869246,14.37820214
20,10.682,16.92940503,16.92940503,14.50395901
21,10.8094,17.31033423,17.31033423,14.63809967
22,10.9368,17.68148006,17.68148006,14.77224034
23,11.074,18.04284252,18.04284252,14.91476479
24,11.2112,18.39442161,18.39442161,15.06567303
25,11.3582,18.73621734,18.73621734,15.21658128
26,11.515,19.0682297,19.0682297,15.27526782
27,11.6718,19.39045869,19.39045869,15.33395435
28,11.8384,19.70290431,19.70290431,15.40102469
29,12.005,20.00556656,20.00556656,15.46809502
30,12.1814,20.29844545,20.29844545,15.53516535
31,12.3578,20.58154097,20.58154097,15.60223568
32,12.5342,20.85485312,20.85485312,15.6776898
33,12.7302,21.1183819,21.1183819,15.75314392
34,12.9164,21.37212731,21.37212731,15.82859804
35,13.1124,21.61608936,21.61608936,15.91243596
36,13.3182,21.85026804,21.85026804,15.99627387
37,13.524,22.07466335,22.07466335,16.08011178
38,13.7298,22.28927529,22.28927529,16.1639497
39,13.9454,22.49410386,22.49410386,16.2561714
40,14.161,22.68914907,22.68914907,16.34839311
41,14.3864,22.87441091,22.87441091,16.44061481
42,14.6118,23.04988938,23.04988938,16.54122031
43,14.8372,23.21558448,23.21558448,16.63344201
44,15.0724,23.37149621,23.37149621,16.73404751
45,15.3076,23.51762458,23.51762458,16.8430368
46,15.5428,23.65396958,23.65396958,16.94364229
47,15.7878,23.78053121,23.78053121,17.05263158
48,16.023,23.89730947,23.89730947,17.16162087
49,16.2778,24.00430436,24.00430436,17.27899395
50,16.5228,24.10151589,24.10151589,17.39636702
51,16.7776,24.18894405,24.18894405,17.5137401
52,17.0226,24.26658884,24.26658884,17.63111318
53,17.2774,24.33445026,24.33445026,17.74848626
54,17.542,24.39252831,24.39252831,17.87424313
55,17.7968,24.47506479,24.47506479,17.87424313
56,18.0614,24.54781789,24.54781789,17.87424313
57,18.3162,24.620571,24.620571,17.87424313
58,18.5808,24.69332411,24.69332411,17.87424313
59,18.8454,24.76607721,24.76607721,17.87424313
60,19.11,24.83883032,24.83883032,17.87424313
61,19.3746,24.91158342,24.91158342,17.87424313
62,19.6392,24.98433653,24.98433653,17.87424313
63,19.9038,25.05708964,25.05708964,17.87424313
64,20.1586,25.12984274,25.12984274,17.87424313
65,20.4232,25.20259585,25.20259585,17.87424313
72,25,25.27534895,25.27534895,17.87424313
80,26,25.34810206,25.34810206,17.87424313
90,27,25.42085517,25.42085517,17.87424313
200,28,25.49360827,25.49360827,17.87424313
