# v_mps,ax_max_mps2,ay_max_mps2
0.0,40.0,4,8
4.0,40.0,4,8
8.0,14.0,4,8
9.0,14.0,4,8
10.0,12.0,10,10
11.0,11.0,12,12
12.0,11.0,17,17
13.0,10.0,17,17
14.0,10.0,17,17
16.0,10.0,18,18
20.0,10,21,21
24.0,9,21,21
28.0,9,21,21
32.0,8,21,21
36.0,8,23,23
40.0,8,23,23
44.0,8,23,23
48.0,7,23,23
52.0,6,23,23
56.0,5,23,23
60.0,5,23,23
66.0,4,23,23
72.0,3,23,23
80.0,3,13.3,23
90.0,2,13.4,23
