# v_mps,ax_max_mps2,ay1_max_mps2
10,8.339144,13.121528
11,8.5000088,13.416184
12,8.6712624,13.708492
13,8.8529048,13.998452
14,9.044936,14.286064
15,9.247356,14.571328
16,9.4601648,14.854244
17,9.6833624,15.134812
18,9.9169488,15.413032
19,10.160924,15.688904
20,10.415288,15.962428
21,10.6800408,16.233604
22,10.9551824,16.502432
23,11.2407128,16.768912
24,11.536632,17.033044
25,11.84294,17.294828
26,12.1596368,17.554264
27,12.4867224,17.811352
28,12.8241968,18.066092
29,13.17206,18.318484
30,13.530312,18.568528
31,13.8989528,18.816224
32,14.2779824,19.061572
33,14.6674008,19.304572
34,15.067208,19.545224
35,15.477404,19.783528
36,15.8979888,20.019484
37,16.3289624,20.253092
38,16.7703248,20.484352
39,17.222076,20.713264
40,17.684216,20.939828
41,18.1567448,21.164044
42,18.6396624,21.385912
43,19.1329688,21.605432
44,19.636664,21.822604
45,20.150748,22.037428
46,20.6752208,22.249904
47,21.2100824,22.460032
48,21.7553328,22.667812
49,22.310972,22.873244
50,22.877,23.076328
51,23.4534168,23.277064
52,24.0402224,23.475452
53,24.6374168,23.671492
54,25.245,23.865184
55,25.862972,24.056528
56,26.4913328,24.245524
57,27.1300824,24.432172
58,27.7792208,24.616472
59,28.438748,24.798424
60,29.108664,24.978028
61,29.7889688,25.155284
62,30.4796624,25.330192
63,31.1807448,25.502752
64,31.892216,25.672964
65,32.614076,25.840828
66,33.3463248,26.006344
67,34.0889624,26.169512
68,34.8419888,26.330332
69,35.605404,26.488804
70,36.379208,26.644928
71,37.1634008,26.798704
72,37.9579824,26.950132
73,38.7629528,27.099212
74,39.578312,27.245944
75,40.40406,27.390328
76,41.2401968,27.532364
77,42.0867224,27.672052
78,42.9436368,27.809392
79,43.81094,27.944384
80,44.688632,28.077028
