rho
10.521815016290939
10.666597159843565
10.879717736440423
11.110857384272864
11.362144738244332
11.636242033532792
11.93661589000925
12.068089075429317
12.03820418314282
11.863249911585841
11.69453730178782
11.54607112456368
11.41529178536646
11.300260057590474
11.199467898979835
11.111720063510576
11.036056328270561
10.971698393463788
10.918012486862322
10.874482363667429
10.840689422132284
10.816297833945034
10.80104330577497
10.794724536938677
10.79719672589235
10.808366672151546
10.828189147937222
10.856664310733963
10.89383598801274
10.93979071535081
10.994657447736653
11.058607887805243
11.13185739889715
11.214666489209486
11.30734286769473
11.410244087258596
11.523780802286197
11.64842067812382
11.784692998240992
11.933194026516027
12.094593191885947
12.270065035394104
12.459172409083733
12.664124446987232
12.88553609303109
13.124621318271348
13.383003940679572
13.662102465137941
13.800759674865002
13.803171878907394
13.813178553594987
13.831013851269708
13.856589158845322
13.890022916434173
13.931010269027844
13.979493105383163
14.03533159919779
14.098369639624808
14.168288609600285
14.245315224718011
14.328776087359838
14.417635985347104
14.513929975062172
14.465116193685159
14.372451216431609
14.286241175698768
14.20589471841698
14.132534525976022
14.06596113666341
14.006502246335867
13.954323129053305
13.909571518344608
13.872379516104008
13.84279576842099
13.821116991499133
13.807199662421173
13.801064006641475
13.767790458245148
13.519895340516529
13.251302645526632
13.002773804279707
12.772703475907502
12.559658544479246
12.362971884604523
12.18036048498694
12.012236459479448
11.85737487795517
11.715067153342043
11.584681268371028
11.465655165241776
11.357490993626246
11.259750123647828
11.172048899190454
11.094055057063715
11.025484782021804
10.966100359325761
10.915708405843967
10.874158671067711
10.841343413030591
10.817197373692313
10.801698395564937
10.79486874799726
10.796777261447179
10.807542410236602
10.82733654234008
10.856391527690144
10.895006208707139
10.943556194777713
11.002506776383798
11.072430091749009
11.154028247407082
11.248165005353304
11.355910190115583
11.478603676053057
11.617950828294537
11.776171140567845
11.956242799829306
12.073113636289609
12.0387023099525
11.782884587869102
11.49614875606234
11.233831095786899
10.992912467285331
10.771021941796452
10.566235586966581
10.53241289675982
10.559498343212487
10.594384693190833
10.636995192668806
10.687237452444693
10.745004417660699
10.810175458367619
10.882617556469276
10.96218656357331
11.048728504372587
11.142080901098213
11.242074096199241
11.348532552571921
11.46127611322881
11.580121205112158
11.704881974673704
11.631391258874636
11.49628704635628
11.367551426844077
11.245093819972364
11.12874203482161
11.018508048714304
10.914266570074204
10.81574702796976
10.722877267394054
10.635516202105652
10.553522764143235
10.476757387369384
10.405083180773895
10.338366831443585
10.276479274208793
10.219296162051258
10.166698170791378
10.118571158980457
10.07480621877764
10.03529962529509
9.99995271719221
9.968671710631092
9.941367467630057
9.917955226405041
9.898354299122492
9.882487753066624
9.87028204893729
9.861666713576621
9.856573924937782
9.854938152203209
9.85669574761302
9.86178451893825
9.870143301884513
9.881513685393779
9.896021945752166
9.913827782721233
9.934852528729602
9.95864032013566
9.985546324428531
10.015061173816932
10.047092022935178
10.082263346393677
10.119533256055687
10.159767475945625
10.201829652663008
10.246618087476588
10.269614221425343
10.223829567436153
10.18065133142543
10.139470941426714
10.100458013324392
10.064233082733555
10.030855239725671
9.999955035463984
9.97162806628006
9.946383758929937
9.92427472633428
9.9041364165868
9.888482965495335
