alpha_list
-3.141592653589793
-3.116358977657345
-3.091125301724897
-3.0658916257924487
-3.0406579498600004
-3.0154242739275525
-2.9901905979951042
-2.9649569220626564
-2.939723246130208
-2.91448957019776
-2.889255894265312
-2.8640222183328636
-2.8387885424004153
-2.8135548664679675
-2.788321190535519
-2.763087514603071
-2.737853838670623
-2.7126201627381747
-2.6873864868057264
-2.6621528108732786
-2.6369191349408303
-2.611685459008382
-2.586451783075934
-2.561218107143486
-2.5359844312110376
-2.5107507552785897
-2.4855170793461414
-2.4602834034136936
-2.4350497274812453
-2.4098160515487974
-2.384582375616349
-2.359348699683901
-2.334115023751453
-2.3088813478190047
-2.2836476718865564
-2.2584139959541085
-2.2331803200216602
-2.207946644089212
-2.182712968156764
-2.157479292224316
-2.1322456162918675
-2.1070119403594196
-2.0817782644269713
-2.056544588494523
-2.031310912562075
-2.006077236629627
-1.9808435606971788
-1.9556098847647307
-1.9303762088322824
-1.9051425328998344
-1.8799088569673863
-1.8546751810349382
-1.82944150510249
-1.8042078291700419
-1.7789741532375938
-1.7537404773051457
-1.7285068013726974
-1.7032731254402493
-1.6780394495078013
-1.652805773575353
-1.627572097642905
-1.6023384217104568
-1.5771047457780087
-1.5518710698455604
-1.5266373939131124
-1.5014037179806643
-1.476170042048216
-1.450936366115768
-1.4257026901833199
-1.4004690142508718
-1.3752353383184235
-1.3500016623859754
-1.3247679864535273
-1.299534310521079
-1.274300634588631
-1.249066958656183
-1.2238332827237348
-1.1985996067912865
-1.1733659308588384
-1.1481322549263904
-1.1228985789939423
-1.097664903061494
-1.0724312271290457
-1.0471975511965979
-1.0219638752641496
-0.9967301993317017
-0.9714965233992534
-0.9462628474668051
-0.9210291715343573
-0.895795495601909
-0.8705618196694607
-0.8453281437370128
-0.8200944678045645
-0.7948607918721162
-0.7696271159396684
-0.7443934400072201
-0.7191597640747718
-0.6939260881423239
-0.6686924122098756
-0.6434587362774278
-0.6182250603449795
-0.5929913844125312
-0.5677577084800833
-0.542524032547635
-0.5172903566151867
-0.4920566806827389
-0.4668230047502906
-0.4415893288178423
-0.41635565288539444
-0.39112197695294615
-0.3658883010204983
-0.34065462508805
-0.3154209491556017
-0.29018727322315385
-0.26495359729070556
-0.23971992135825726
-0.2144862454258094
-0.1892525694933611
-0.16401889356091282
-0.13878521762846496
-0.11355154169601667
-0.08831786576356837
-0.06308418983112052
-0.03785051389867222
-0.01261683796622437
0.012616837966223926
0.03785051389867222
0.06308418983112007
0.08831786576356837
0.11355154169601667
0.13878521762846452
0.16401889356091282
0.1892525694933611
0.21448624542580896
0.23971992135825726
0.2649535972907051
0.2901872732231534
0.3154209491556017
0.34065462508804956
0.36588830102049785
0.39112197695294615
0.416355652885394
0.4415893288178423
0.4668230047502906
0.49205668068273845
0.5172903566151867
0.542524032547635
0.5677577084800829
0.5929913844125312
0.618225060344979
0.6434587362774273
0.6686924122098756
0.6939260881423235
0.7191597640747718
0.7443934400072201
0.7696271159396679
0.7948607918721162
0.8200944678045645
0.8453281437370124
0.8705618196694607
0.8957954956019085
0.9210291715343573
0.9462628474668051
0.971496523399253
0.9967301993317017
1.0219638752641496
1.0471975511965974
1.0724312271290453
1.097664903061494
1.1228985789939419
1.1481322549263897
1.1733659308588384
1.1985996067912863
1.2238332827237342
1.249066958656183
1.2743006345886307
1.2995343105210786
1.3247679864535273
1.3500016623859752
1.375235338318423
1.4004690142508718
1.4257026901833196
1.4509363661157675
1.4761700420482162
1.501403717980664
1.526637393913112
1.5518710698455607
1.5771047457780085
1.6023384217104564
1.6275720976429051
1.652805773575353
1.6780394495078008
1.7032731254402496
1.7285068013726974
1.7537404773051453
1.7789741532375931
1.8042078291700419
1.8294415051024897
1.8546751810349376
1.8799088569673863
1.9051425328998342
1.930376208832282
1.9556098847647307
1.9808435606971786
2.0060772366296264
2.031310912562075
2.056544588494523
2.081778264426971
2.1070119403594196
2.1322456162918675
2.1574792922243153
2.182712968156764
2.207946644089212
2.23318032002166
2.2584139959541085
2.2836476718865564
2.3088813478190042
2.334115023751453
2.359348699683901
2.3845823756163487
2.4098160515487965
2.4350497274812453
2.460283403413693
2.485517079346141
2.5107507552785897
2.5359844312110376
2.5612181071434854
2.586451783075934
2.611685459008382
2.63691913494083
2.6621528108732786
2.6873864868057264
2.7126201627381743
2.737853838670623
2.763087514603071
2.7883211905355187
2.8135548664679675
2.8387885424004153
2.864022218332863
2.889255894265312
2.91448957019776
2.9397232461302076
2.9649569220626564
2.9901905979951042
3.015424273927552
3.04065794986
3.0658916257924487
3.0911253017248965
3.1163589776573444
3.141592653589793
